CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;CNPJ Gestor;Nome Gestor;Gestor Apelido
49.426.637/0001-33;VINLAND CRÉDITO PREV MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉD PRIV RESP LIMITADA;31.846.872/0001-07;VINLAND CAPITAL MANAGEMENT CRÉDITO PRIVADO GESTORA DE RECURSOS LTDA.;Vinland
49.438.428/0001-00;AZ QUEST LUCE PREVIDENCIARIO MASTER II FIFE FIF RENDA FIXA CRÉDITO PRIVADO - RESP LTDA;59.312.965/0001-62;AZ Quest Prev Ltda.;AZ Quest
49.454.180/0001-70;EQX FUNDO DE INVESTIMENTO FINANCEIRO - CI MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;46.895.578/0001-54;MONTE AZUL GESTÃO DE RECURSOS LTDA.;Monte Azul
49.460.236/0001-08;CADENZA HIGH YIELD IQ MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.417.157/0001-04;PARAMIS BR INVESTIMENTOS LTDA;Paramis
49.490.367/0001-20;SANTANDER PREV PB JURO REAL MULTIMERCADO CRÉDITO PRIVADO - FIF RESP LIMITADA;03.502.968/0001-04;SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SAM
49.558.667/0001-01;ABSOLUTE DELFOS PREV ITAÚ MASTER FIF RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;47.243.769/0001-02;ABSOLUTE CRÉDITO GESTÃO DE INVESTIMENTOS LTDA.;Absolute
49.559.434/0001-15;ABSOLUTE ATENAS PREV ITAÚ MASTER FIF RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;47.243.769/0001-02;ABSOLUTE CRÉDITO GESTÃO DE INVESTIMENTOS LTDA.;Absolute
49.633.643/0001-61;BRASILPREV ITAÚ SINFONIA PREV FIF RENDA FIXA CRÉD PRIV RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
49.647.912/0001-49;LIGA SOLIDÁRIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
49.650.409/0001-42;RAM CASH CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA;41.647.788/0001-00;RAM GESTORA DE RECURSOS LTDA.;RAM
49.650.464/0001-32;RAM EDGE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;41.647.788/0001-00;RAM GESTORA DE RECURSOS LTDA.;RAM
49.692.303/0001-01;SOLUTIONS OPTIMUM CDI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;34.867.534/0001-31;SWM GESTAO DE RECURSOS LTDA.;SWM
49.768.506/0001-34;PREVI RENDA FIXA HIGH GRADE IPCA FUNDO DE INVESTIMENTO FINANCEIRO CRÉDITO PRIVADO RESP LIMITADA;33.754.482/0001-24;CAIXA DE PREVIDÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL - PREVI;Previ
49.769.312/0001-53;MULTIPREV III FIF RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;07.437.241/0001-41;Franklin Templeton Brasil Ltda.;Franklin Templeton
49.769.782/0001-17;PREVI RENDA FIXA HIGH GRADE CDI FUNDO DE INVESTIMENTO FINANCEIRO CRÉDITO PRIVADO RESP LIMITADA;33.754.482/0001-24;CAIXA DE PREVIDÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL - PREVI;Previ
49.818.870/0001-61;SPARTA PREV B MASTER FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;72.745.714/0001-30;SPARTA ADMINISTRADORA DE RECURSOS LTDA;Sparta
49.840.203/0001-85;FUTURE LEGACY FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;17.516.277/0001-74;GARIN INVESTIMENTOS LTDA;Garin
49.851.069/0001-18;DAYCOVAL ANS FUNDO DE INVESTIMENTO FINANCEIRO;72.027.832/0001-02;DAYCOVAL ASSET MANAGEMENT ADMINISTRACAO DE RECURSOS LTDA;Daycoval
49.859.438/0001-19;SANTANDER PREV PB RF PÓS MULT CRÉD PRIV - FIF RESP LIMITADA;03.502.968/0001-04;SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SAM
49.860.027/0001-43;SANTANDER PREV PB S38 MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA;03.502.968/0001-04;SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SAM
49.894.184/0001-70;G5 FLORENÇA II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
49.920.190/0001-54;WISE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
49.924.950/0001-00;TYTON CRÉDITO HIGH YIELD FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;46.503.558/0001-90;TYTON CAPITAL INVESTIMENTOS LTDA.;Tyton
49.931.360/0001-04;PFTM PREVIDENCIÁRIO ICATU QUALIFICADO FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
49.933.828/0001-91;BRAVE PREVIDÊNCIA FIFE FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;35.704.148/0001-91;BRAVE GESTORA DE RECURSOS LTDA.;Brave
49.977.033/0001-85;MIRABAUD TRADITION FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;36.684.109/0001-32;MIRABAUD INVESTIMENTOS LTDA.;Mirabaud
49.980.566/0001-16;ITAÚ FLEXPREV ADVANCED FIF MULT CRED PRIV - RESP LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
49.984.120/0001-60;CENTRUM FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;25.248.367/0001-50;VÊNETO GESTÃO DE RECURSOS LTDA;Vêneto
50.006.439/0001-08;FP FOF JGP CORPORATE FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;13.189.882/0001-27;JGP GESTÃO DE CREDITO LTDA;JGP
50.069.605/0001-07;FP FOF SPARTA TOP FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;72.745.714/0001-30;SPARTA ADMINISTRADORA DE RECURSOS LTDA;Sparta
50.098.608/0001-79;MANDARIM FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;04.686.893/0001-21;TURIM 21 INVESTIMENTOS LTDA;Turim
50.099.596/0001-05;BB MYNA I FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
50.112.294/0001-11;BOCOM BBM CASH ENHANCED FIF CLASSE DE INVESTIMENTO RFCRED PRIV - RESP LIMITADA;15.213.150/0001-50;BOCOM BBM CCVM S.A.;BBM Asset
50.122.424/0001-05;G5 FLORENÇA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
50.128.282/0001-85;HOJI FUNDO DE INVESTIMENTO  FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;11.468.803/0001-91;PRADA ADMINISTRADORA DE RECURSOS LTDA.;Prada
50.128.371/0001-21;LIGA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
50.190.791/0001-38;W3 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;07.437.241/0001-41;Franklin Templeton Brasil Ltda.;Franklin Templeton
50.198.930/0001-70;BURITI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;BB Asset
50.223.269/0001-05;MAG HIGH GRADE FIF CLASSE DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO RESP LIMITADA;16.500.294/0001-50;MONGERAL AEGON INVESTIMENTOS LTDA;MAG
50.232.440/0001-42;BRADESCO SEMILLA FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
50.265.298/0001-30;ALDEIA DA BARRA II PREVIDÊNCIA FI MULTIMERCADO CRÉDITO  PRIVADO RESPONSABILIDADE LIMITADA;49.857.981/0001-87;MONTE BRAVO GESTÃO PATRIMONIAL LTDA.;Monte Bravo
50.326.147/0001-44;KINEA INSTITUCIONAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉD PRIV LONGO PRAZO RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
50.421.373/0001-04;ESMERALDAS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;17.590.181/0001-56;PORTOFINO GESTÃO DE RECURSOS LTDA.;Portofino
50.468.782/0001-66;RESERVA ÉXES FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;31.960.567/0001-33;EXES GESTORA DE RECURSOS LTDA.;Exes
50.514.867/0001-33;BOCOM BBM OAWM 30 FIF - CLASSE DE INVESTIMENTO MULTIMERCADO LONGO PRAZO CRÉDITO PRIVADO - RESP LTDA;15.213.150/0001-50;BOCOM BBM CCVM S.A.;BBM Asset
50.547.092/0001-00;CASA CAIADA FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;11.468.803/0001-91;PRADA ADMINISTRADORA DE RECURSOS LTDA.;Prada
50.553.108/0001-80;RAFTER ICATU PREVIDENCIÁRIO QUALIFICADO FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;02.933.874/0001-27;RAFTER GESTÃO DE INVESTIMENTOS LTDA;Rafter
50.622.383/0001-08;PANAMBY HIGH GRADE D5 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;10.552.066/0001-48;PNBY GESTORA DE RECURSOS LTDA.;PNBY
50.625.251/0001-30;PRINCE FAMILY SECURITY PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;25.248.367/0001-50;VÊNETO GESTÃO DE RECURSOS LTDA;Vêneto
50.627.419/0001-46;CÁDIZ FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
50.677.561/0001-06;STUTTGART FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;42.177.684/0001-41;RUBIK CAPITAL ASSET MANAGEMENT LTDA.;Rubik
50.697.486/0001-37;MAG HIGH GRADE PLUS 30 FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA;16.500.294/0001-50;MONGERAL AEGON INVESTIMENTOS LTDA;MAG
50.716.504/0001-80;REDLAND CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;25.248.367/0001-50;VÊNETO GESTÃO DE RECURSOS LTDA;Vêneto
50.717.653/0001-64;SERRA 83 PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
50.764.519/0001-14;ACH PREVIDÊNCIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
50.765.209/0001-14;RA CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;21.052.737/0001-28;GAUSS CAPITAL GESTORA DE RECURSOS LTDA;Gauss
50.765.883/0001-07;FUNSSEST ESTRATÉGIA II FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
50.790.918/0001-50;SANTANDER PREV PB MJ MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA;03.502.968/0001-04;SANTANDER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SAM
50.799.566/0001-01;FUNSSEST ESTRATÉGIA I FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;11.077.576/0001-73;VINCI GESTORA DE RECURSOS LTDA;Vinci
50.803.491/0001-87;BRASILPREV TOP RENDA FIXA SUPREME FIF RESPONSABILIDADE LIMITADA;27.665.207/0001-31;BRASILPREV SEGUROS E PREVIDÊNCIA S.A;BB Asset
50.820.465/0001-67;BTG LEGATO PREV FIFE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
50.825.877/0001-90;PEACE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
50.874.219/0001-98;BTG PACTUAL CRÉDITO CORPORATIVO MASTER III FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
50.875.116/0001-42;BTG PACTUAL HEDGE PREV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
50.923.547/0001-37;ABSOLUTE VERTEX PREV BRADESCO FIFE PREVIDENCIÁRIO FIFE FI FINANCEIRO - CI MULT - RESP LIMITADA;17.285.755/0001-82;ABSOLUTE GESTAO DE INVESTIMENTOS LTDA;Absolute
50.925.001/0001-15;TAGUS ICATU FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;04.369.038/0001-97;TAGUS INVESTIMENTOS LTDA;Tagus
50.991.372/0001-03;PANAMBY GLOBAL MACRO FIF - CLASSE DE INVESTIMENTO MULT - RESP LIMITADA;10.552.066/0001-48;PNBY GESTORA DE RECURSOS LTDA.;PNBY
51.041.048/0001-89;TRF CLASSE DE INVESTIMENTO MULTIMERCADO  CRÉDITO PRIVADO - RESP LIMITADA;04.686.893/0001-21;TURIM 21 INVESTIMENTOS LTDA;Turim
51.075.995/0001-90;AUGME VINTAGE I CLASSE DE INVESTIMENTO  RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;23.360.896/0001-15;AUGME CAPITAL GESTÃO DE RECURSOS LTDA.;Augme
51.168.708/0001-97;FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO LT;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
51.200.543/0001-93;SAFRA PREV RENDA FIXA FIF PREVIDENCIÁRIO CI RENDA FIXA CRÉDITO PRIVADO PREV RESP LIMITADA;01.638.542/0001-57;SAFRA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Safra Asset
51.234.049/0001-40;COMPASS HIGH GRADE ICATU PREVIDENCIA FIFE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;31.982.447/0001-37;VINCI CG GESTORA DE RECURSOS LTDA;Vinci
51.238.218/0001-10;BTG PACTUAL CREDITO CORPORATIVO BRASILPREV PREVIDENCIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
51.249.123/0001-00;GIUSEPPINA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;17.590.181/0001-56;PORTOFINO GESTÃO DE RECURSOS LTDA.;Portofino
51.289.474/0001-36;BRADESCO HUB ULTRA FIFE FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
51.311.214/0001-10;DÁLIA 2 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
51.325.310/0001-17;RAF FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
51.378.137/0001-15;UNIMED INVESTCOOP LIVRE II FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO RESP LIMITADA;72.745.714/0001-30;SPARTA ADMINISTRADORA DE RECURSOS LTDA;Sparta
51.389.172/0001-30;QUADRADO FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;15.555.653/0001-04;ONYX EQUITY MANAGEMENT GESTORA DE INVESTIMENTOS LTDA;Onyx
51.511.514/0001-42;G5 ALLOCATION PREVIDÊNCIA CRÉDITO INFLAÇÃO II FI FINANCEIRO - CI MULT CRED PRIV - RESP LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
51.527.264/0001-39;FUNDO DE INVESTIMENTO MULTIMERCADO BTG PACTUAL SARAHPREV BELO HORIZONTE;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
51.538.282/0001-16;OCCAM BRASILPREV PREVIDÊNCIA FI FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;43.228.545/0001-62;NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA.;Occam
51.556.889/0001-29;FINANCE BLUE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;15.289.957/0001-77;XP ADVISORY GESTAO DE RECURSOS LTDA;XPG
51.623.321/0001-83;BTG LEGATO L FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
51.651.472/0001-45;YOUNG CAMEL FAMILY ASSETS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;32.288.914/0001-96;EUQUEROINVESTIR GESTÃO DE RECURSOS LTDA;EQI
51.693.641/0001-00;PERSEVERA YIELD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;29.608.120/0001-58;PERSEVERA GESTÃO DE RECURSOS LTDA.;Persevera
51.714.018/0001-96;BP SFA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
51.726.488/0001-70;RUBIK RELIANCE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;42.177.684/0001-41;RUBIK CAPITAL ASSET MANAGEMENT LTDA.;Rubik
51.733.363/0001-77;ITAÚ CRÉDITO ESTRUTURADO ALPES II FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
51.752.977/0001-04;ABSOLUTE PACE MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;17.285.755/0001-82;ABSOLUTE GESTAO DE INVESTIMENTOS LTDA;Absolute
51.776.382/0001-80;RVBEN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;32.288.914/0001-96;EUQUEROINVESTIR GESTÃO DE RECURSOS LTDA;EQI
51.800.853/0001-49;BTG LEGATO PMFO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
51.825.326/0001-99;SVN FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;44.476.932/0001-80;SVN GESTORA DE RECURSOS LTDA;SVN
51.853.123/0001-06;SPARTA BWM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;72.745.714/0001-30;SPARTA ADMINISTRADORA DE RECURSOS LTDA;Sparta
51.863.123/0001-97;SULA FRANKFURT ESG FIF - CLASSE DE INVESTIMENTO RF CRED PRIV INVEST SUSTENTÁVEL - RESP LIMITADA;54.286.457/0001-33;Sul América Gestão de Investimentos S.A.;Sulamérica
51.863.845/0001-41;BTG MUNIQUE FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;29.650.082/0001-00;BTG PACTUAL ASSET MANAGEMENT S/A DTVM;BTG Asset
51.866.149/0001-99;JGP HANNOVER FI FINANCEIRO - CI RF CRED PRIV - RESP LIMITADA;13.189.882/0001-27;JGP GESTÃO DE CREDITO LTDA;JGP
51.869.529/0001-87;SARAHPREV RIO DE JANEIRO FIF RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;40.430.971/0001-96;ITAU UNIBANCO ASSET MANAGEMENT LTDA.;IAM
51.885.543/0001-74;GLPG HAMBURGO FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO RF CRED PRIV - RESP LIMITADA;29.158.123/0001-37;GALAPAGOS INVESTMENTS SOLUTIONS LTDA.;Galapagos
51.886.989/0001-13;YPE FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
51.903.744/0001-57;BRAIN CORPORATIVO 30 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO;08.800.008/0001-44;BRAINVEST ASSESSORIA FINANCEIRA E GESTÃO DE RECURSOS LTDA;Brainvest
51.910.343/0001-24;CAVOK FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;04.920.763/0001-01;PRAGMA GESTÃO DE PATRIMÔNIO LTDA;Pragma
51.942.073/0001-33;STB CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;11.519.438/0001-05;UBS BRASIL ADMINISTRADORA DE VALORES MOBILIÁRIOS LTDA.;UBS
51.977.823/0001-02;CATTUS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;15.032.609/0001-10;STARBOARD ASSET LTDA.;Starboard
51.990.118/0001-45;CERRADO FUNDO DE INVESTIMENTO  FINANCEIRO - CLASSE DE INVESTIMENTO MULTIMERCADO  CRÉDITO PRIVADO;60.746.948/0001-12;BANCO BRADESCO S.A.;BRAM
52.078.945/0001-20;LEGADO ISA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;10.814.751/0001-03;VOX CAPITAL GESTÃO DE RECURSOS SA;Vox
52.087.714/0001-82;HARPIA FUNDO DE INVESTIMENTO MULTIMERCADO;29.996.127/0001-94;SONATA GESTORA DE RECURSOS LTDA;Sonata
52.115.449/0001-07;ROOT CAPITAL CRÉDITO HG INSTITUCIONAL FIF RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;11.397.040/0001-35;ROOT CAPITAL - GESTÃO DE RECURSOS LTDA;Root
52.155.255/0001-27;CONDUS FUNDO DE INVESTIMENTO MULTIMERCADO;29.996.127/0001-94;SONATA GESTORA DE RECURSOS LTDA;Sonata
52.163.627/0001-67;ICATU VANGUARDA DINÂMICO INSTITUCIONAL FIF - CI MULTIMERCADO - RESPONSABILIDADE LIMITADA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
52.164.607/0001-00;ICATU VANGUARDA IPCA DINÂMICO FIF  - CLASSE DE INVESTIMENTO MULTIMERCADO - RESP LIMITADA;68.622.174/0001-20;ICATU VANGUARDA GESTÃO DE RECURSOS LTDA;Icatu
52.172.629/0001-12;ÉVORA II FUNDO DE INVESTIMENTO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
52.195.023/0001-00;G5 ADRX QUALIFICADO PREV FIF - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;09.446.129/0001-00;G5 ADMINISTRADORA DE RECURSOS LTDA.;G5
52.203.642/0001-91;KINEA VIII FIF RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
52.203.762/0001-99;ROOT ANGELIM FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE LIMITADA;11.397.040/0001-35;ROOT CAPITAL - GESTÃO DE RECURSOS LTDA;Root
52.204.076/0001-32;KINEA VII FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
52.221.407/0001-42;SPARTA OPPORTUNITY FIF RENDA FIXA CRÉDITO PRIVADO LONGO PRAZO - RESPONSABILIDADE LIMITADA;72.745.714/0001-30;SPARTA ADMINISTRADORA DE RECURSOS LTDA;Sparta
52.225.340/0001-14;CAIXA CVP FIF RENDA FIXA CRÉDITO PRIVADO ASG INVESTIMENTO SUSTENTÁVEL - IS - RESP LIMITADA;42.040.639/0001-40;CAIXA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;CEF Asset
52.237.532/0001-40;OCCAM CRÉDITO CORPORATIVO INSTITUCIONAL 30 FIF RENDA FIXA CRÉDITO PRIVADO -RESPONSABILIDADE LIMITADA;43.228.545/0001-62;NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA.;Occam
52.241.587/0001-24;KINEA NEPAL FIF MULT CRED PRIV - RESP LIMITADA;08.604.187/0001-44;KINEA INVESTIMENTOS LTDA.;Kinea
52.248.082/0001-91;AZ QUEST BLEND FI FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;21.676.427/0001-84;AZ QUEST MZK INVESTIMENTOS MACRO E CRÉDITO LTDA.;AZ Quest
52.249.243/0001-61;MEL PREVIDÊNCIA FUNDO DE INVESTIMENTO MULTIMERCADO;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
52.249.657/0001-90;LUMBER PREVIDÊNCIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;12.695.840/0001-03;BTG PACTUAL  GESTÃO E CONSULTORIA DE INVESTIMENTOS LTDA;BTG WM
52.258.818/0001-02;STEN D30 FUNDO DE INVESTIMENTO MULTIMERCADO;06.332.955/0001-22;STEN GESTÃO PATRIMONIAL LTDA.;Sten
